Alpha, Beta, Density, Flux
0.35,0.8,0.249585,0.084725
0.35,0.85,0.2611675,0.0913
0.35,0.85,0.2246225,0.08543
0.35,0.85,0.228905,0.08445
0.35,0.85,0.2240525,0.0869175
0.35,0.85,0.2601675,0.0844775
0.35,0.85,0.26717,0.0884775
0.35,0.85,0.271035,0.078305
0.35,0.85,0.24022,0.085545
0.35,0.85,0.2486075,0.0918525
0.35,0.85,0.2405075,0.0874525
0.35,0.9,0.2563075,0.090215
0.35,0.9,0.24261,0.0850825
0.35,0.9,0.26383,0.0856225
0.35,0.9,0.2698175,0.0845275
0.35,0.9,0.258545,0.0901675
0.35,0.9,0.233375,0.0863675
0.35,0.9,0.2426375,0.08361
0.35,0.9,0.237285,0.0880975
0.35,0.9,0.2367675,0.08957
0.35,0.9,0.24143,0.0877375
0.35,0.95,0.25183,0.08601
0.35,0.95,0.22349,0.08536
0.35,0.95,0.2331125,0.08441
0.35,0.95,0.2509425,0.0797225
0.35,0.95,0.2553225,0.090475
0.35,0.95,0.2632025,0.09223
0.35,0.95,0.2677225,0.0863525
0.35,0.95,0.2390375,0.0832675
0.35,0.95,0.3145825,0.081565
0.35,0.95,0.24365,0.08311
0.4,0,0.8461375,0.023255
0.4,0,0.83636,0.0232775
0.4,0,0.8245225,0.02352
0.4,0,0.826275,0.0235
0.4,0,0.818935,0.0231925
0.4,0,0.83654,0.02334
0.4,0,0.809465,0.0234575
0.4,0,0.8242375,0.023485
0.4,0,0.8380375,0.0232325
0.4,0,0.8358025,0.02344
0.4,0.05,0.6546375,0.0360125
0.4,0.05,0.6150325,0.0368025
0.4,0.05,0.61282,0.0381675
0.4,0.05,0.6787025,0.03322
0.4,0.05,0.60575,0.040065
0.4,0.05,0.6124125,0.0377825
0.4,0.05,0.6042575,0.0377875
0.4,0.05,0.600435,0.039725
0.4,0.05,0.584185,0.0394725
0.4,0.05,0.572365,0.0390975
0.4,0.1,0.4557425,0.04709
0.4,0.1,0.4701225,0.0501525
0.4,0.1,0.4740825,0.0506475
0.4,0.1,0.4476375,0.0541825
0.4,0.1,0.4256,0.05056
0.4,0.1,0.4203425,0.051995
0.4,0.1,0.4352025,0.05164
0.4,0.1,0.4557375,0.0529575
0.4,0.1,0.4364625,0.05211
0.4,0.1,0.4933875,0.0488025
0.4,0.15,0.2968925,0.08244
0.4,0.15,0.34031,0.05625
0.4,0.15,0.3868975,0.0537725
0.4,0.15,0.41137,0.06442
0.4,0.15,0.3750675,0.0545675
0.4,0.15,0.3865375,0.0499625
0.4,0.15,0.38773,0.0598775
0.4,0.15,0.3176675,0.06735
0.4,0.15,0.3839675,0.0510675
0.4,0.15,0.314385,0.07422
0.4,0.2,0.302815,0.09161
0.4,0.2,0.2441925,0.0839425
0.4,0.2,0.2410375,0.0803975
0.4,0.2,0.27701,0.090705
0.4,0.2,0.36854,0.0716575
0.4,0.2,0.25325,0.0863275
0.4,0.2,0.2531125,0.08025
0.4,0.2,0.25372,0.0846125
0.4,0.2,0.2467525,0.084
0.4,0.2,0.282695,0.0951425
0.4,0.25,0.23986,0.090035
0.4,0.25,0.239405,0.0832325
0.4,0.25,0.266215,0.07344
0.4,0.25,0.2429425,0.0887125
0.4,0.25,0.2682475,0.088965
0.4,0.25,0.23292,0.0852625
0.4,0.25,0.246105,0.08548
0.4,0.25,0.282095,0.0742125
0.4,0.25,0.2401475,0.08529
0.4,0.25,0.2617775,0.0908225
0.4,0.3,0.29601,0.0947875
0.4,0.3,0.264925,0.0876125
0.4,0.3,0.255125,0.090075
0.4,0.3,0.2479975,0.0859125
0.4,0.3,0.2637175,0.084445
0.4,0.3,0.2511675,0.089795
0.4,0.3,0.2589825,0.0903125
0.4,0.3,0.25567,0.0889125
0.4,0.3,0.2597,0.090755
0.4,0.3,0.253645,0.0862625
0.4,0.35,0.293415,0.0925675
0.4,0.35,0.312815,0.0832925
0.4,0.35,0.237335,0.0837675
0.4,0.35,0.247405,0.08679
0.4,0.35,0.2376875,0.08854
0.4,0.35,0.22559,0.0859475
0.4,0.35,0.25266,0.087425
0.4,0.35,0.2488275,0.0811125
0.4,0.35,0.26873,0.0830125
0.4,0.35,0.24664,0.091735
0.4,0.4,0.234035,0.078315
0.4,0.4,0.2556925,0.08232
0.4,0.4,0.26463,0.09139
0.4,0.4,0.24322,0.0902075
0.4,0.4,0.23404,0.0816675
0.4,0.4,0.2829475,0.08616
0.4,0.4,0.252185,0.0870675
0.4,0.4,0.2355875,0.086355
0.4,0.4,0.2526925,0.0904475
0.4,0.4,0.2447975,0.0852925
0.4,0.45,0.2453675,0.08611
0.4,0.45,0.2677125,0.09491
0.4,0.45,0.2313725,0.0863975
0.4,0.45,0.260765,0.091995
0.4,0.45,0.2603125,0.0939975
0.4,0.45,0.2709325,0.0880125
0.4,0.45,0.233205,0.08778
0.4,0.45,0.24053,0.088875
0.4,0.45,0.249005,0.0733325
0.4,0.45,0.25395,0.0853625
0.4,0.5,0.25164,0.0880125
0.4,0.5,0.23232,0.08914
0.4,0.5,0.2252975,0.078205
0.4,0.5,0.24231,0.090035
0.4,0.5,0.259125,0.09156
0.4,0.5,0.237195,0.082305
0.4,0.5,0.24041,0.0849525
0.4,0.5,0.231285,0.084715
0.4,0.5,0.258705,0.09038
0.4,0.5,0.2417175,0.0862075
0.4,0.55,0.2292075,0.08597
0.4,0.55,0.2407875,0.080235
0.4,0.55,0.22984,0.0863825
0.4,0.55,0.2498225,0.0887975
0.4,0.55,0.24146,0.08671
0.4,0.55,0.2319975,0.0843975
0.4,0.55,0.256235,0.0887825
0.4,0.55,0.2304525,0.0807975
0.4,0.55,0.2348825,0.083445
0.4,0.55,0.2427925,0.089505
0.4,0.6,0.268015,0.088515
0.4,0.6,0.2480125,0.08618
0.4,0.6,0.2409,0.0890725
0.4,0.6,0.2464475,0.0831425
0.4,0.6,0.2303475,0.0849825
0.4,0.6,0.2543925,0.09137
0.4,0.6,0.25378,0.090905
0.4,0.6,0.250335,0.08953
0.4,0.6,0.23752,0.08045
0.4,0.6,0.23889,0.08504
0.4,0.65,0.22346,0.0855175
0.4,0.65,0.2481125,0.09171
0.4,0.65,0.23671,0.0868575
0.4,0.65,0.22592,0.08404
0.4,0.65,0.257805,0.091985
0.4,0.65,0.2208825,0.0820325
0.4,0.65,0.2759025,0.092705
0.4,0.65,0.2490975,0.0890975
0.4,0.65,0.26412,0.0876875
0.4,0.65,0.240095,0.08597
0.4,0.7,0.24544,0.0837525
0.4,0.7,0.2512475,0.0921175
0.4,0.7,0.23106,0.0842175
0.4,0.7,0.247855,0.085425
0.4,0.7,0.23916,0.0855925
0.4,0.7,0.2390625,0.079995
0.4,0.7,0.2611825,0.08983
0.4,0.7,0.24266,0.08568
0.4,0.7,0.2424525,0.0860875
0.4,0.7,0.2538575,0.086175
0.4,0.75,0.2801925,0.08506
0.4,0.75,0.2344,0.0911625
0.4,0.75,0.23994,0.0875325
0.4,0.75,0.2416175,0.0825625
0.4,0.75,0.22804,0.080225
0.4,0.75,0.246915,0.086355
0.4,0.75,0.2450925,0.0933375
0.4,0.75,0.255485,0.08749
0.4,0.75,0.2508025,0.0888
0.4,0.75,0.2592125,0.0855475
0.4,0.8,0.24181,0.0804625
0.4,0.8,0.2560225,0.086295
0.4,0.8,0.239735,0.086645
0.4,0.8,0.2544375,0.09346
0.4,0.8,0.2369075,0.0876975
0.4,0.8,0.2621,0.086205
0.4,0.8,0.2217075,0.086175
0.4,0.8,0.25141,0.08208
0.4,0.8,0.230515,0.0865
0.4,0.8,0.26087,0.08803
0.4,0.85,0.2444975,0.0869525
0.4,0.85,0.238355,0.0857475
0.4,0.85,0.2849975,0.0896675
0.4,0.85,0.24546,0.08949
0.4,0.85,0.2536025,0.0888125
0.4,0.85,0.2387125,0.08464
0.4,0.85,0.279485,0.0932975
0.4,0.85,0.2362775,0.088995
0.4,0.85,0.24097,0.085445
0.4,0.85,0.235235,0.08421
0.4,0.9,0.2456975,0.084475
0.4,0.9,0.25114,0.08903
0.4,0.9,0.2949375,0.0800225
0.4,0.9,0.2446925,0.090785
0.4,0.9,0.2368725,0.08289
0.4,0.9,0.2566175,0.0866
0.4,0.9,0.3020275,0.0720275
0.4,0.9,0.2741975,0.0820525
0.4,0.9,0.25203,0.086165
0.4,0.9,0.31629,0.0813475
0.4,0.95,0.2698725,0.0909325
0.4,0.95,0.2775675,0.074525
0.4,0.95,0.259295,0.0956175
0.4,0.95,0.23552,0.0851575
0.4,0.95,0.28218,0.08172
0.4,0.95,0.2494025,0.0834875
0.4,0.95,0.25749,0.0932675
0.4,0.95,0.2561125,0.0835925
0.4,0.95,0.2488375,0.08569
0.4,0.95,0.2500125,0.0921925
0.45,0,0.8157275,0.02337
0.45,0,0.83029,0.0233675
0.45,0,0.822165,0.0233225
0.45,0,0.828355,0.023715
0.45,0,0.8434325,0.02359
0.45,0,0.80486,0.02346
0.45,0,0.84124,0.023425
0.45,0,0.8286225,0.0232675
0.45,0,0.84137,0.023375
0.45,0,0.8395375,0.0232425
0.45,0.05,0.6014675,0.0373375
0.45,0.05,0.6319975,0.036355
0.45,0.05,0.6339225,0.0380275
0.45,0.05,0.62839,0.038825
0.45,0.05,0.618525,0.03792
0.45,0.05,0.59207,0.039615
0.45,0.05,0.58756,0.0384875
0.45,0.05,0.6091025,0.03889
0.45,0.05,0.6155975,0.0389675
0.45,0.05,0.6327875,0.0354575
0.45,0.1,0.4310175,0.0498075
0.45,0.1,0.4304575,0.0525825
0.45,0.1,0.4264675,0.0532525
0.45,0.1,0.4376425,0.0538175
0.45,0.1,0.4321375,0.05078
0.45,0.1,0.447165,0.0481775
0.45,0.1,0.46502,0.052925
0.45,0.1,0.43664,0.0475975
0.45,0.1,0.39994,0.05282
0.45,0.1,0.3868925,0.05942
0.45,0.15,0.3079975,0.0611325
0.45,0.15,0.38248,0.0637425
0.45,0.15,0.384575,0.06475
0.45,0.15,0.400695,0.0729025
0.45,0.15,0.32902,0.0686225
0.45,0.15,0.38334,0.0610475
0.45,0.15,0.3802675,0.05602
0.45,0.15,0.3160175,0.07046
0.45,0.15,0.375925,0.0550025
0.45,0.15,0.3469975,0.0634225
0.45,0.2,0.263965,0.0873525
0.45,0.2,0.2707575,0.081645
0.45,0.2,0.267265,0.087865
0.45,0.2,0.2586475,0.0869275
0.45,0.2,0.3119625,0.0859475
0.45,0.2,0.2413175,0.0860775
0.45,0.2,0.3072775,0.077365
0.45,0.2,0.249575,0.08761
0.45,0.2,0.23717,0.079745
0.45,0.2,0.340815,0.08272
0.45,0.25,0.2636225,0.086595
0.45,0.25,0.25225,0.0895175
0.45,0.25,0.2522275,0.08489
0.45,0.25,0.23014,0.0825625
0.45,0.25,0.268735,0.089895
0.45,0.25,0.25419,0.0862325
0.45,0.25,0.2423175,0.0886525
0.45,0.25,0.236535,0.0815825
0.45,0.25,0.23385,0.086915
0.45,0.25,0.258045,0.089495
0.45,0.3,0.2270075,0.0732575
0.45,0.3,0.2851475,0.10034
0.45,0.3,0.2526275,0.08271
0.45,0.3,0.2221525,0.080445
0.45,0.3,0.2484225,0.088045
0.45,0.3,0.232645,0.0813475
0.45,0.3,0.255505,0.09423
0.45,0.3,0.2607425,0.087835
0.45,0.3,0.29115,0.0869875
0.45,0.3,0.24647,0.08916
0.45,0.35,0.2357725,0.08556
0.45,0.35,0.29018,0.084235
0.45,0.35,0.2364775,0.08322
0.45,0.35,0.2422325,0.087375
0.45,0.35,0.2367425,0.0910825
0.45,0.35,0.22551,0.083145
0.45,0.35,0.2420425,0.090275
0.45,0.35,0.2629425,0.081045
0.45,0.35,0.372275,0.066515
0.45,0.35,0.2514575,0.0898975
0.45,0.4,0.2486675,0.0909975
0.45,0.4,0.24441,0.083005
0.45,0.4,0.2546575,0.08736
0.45,0.4,0.24623,0.09027
0.45,0.4,0.2420725,0.08654
0.45,0.4,0.2566025,0.09046
0.45,0.4,0.247625,0.08575
0.45,0.4,0.2288225,0.085715
0.45,0.4,0.2444,0.087455
0.45,0.4,0.2323975,0.083765
0.45,0.45,0.26593,0.09008
0.45,0.45,0.24745,0.0834875
0.45,0.45,0.2278225,0.085965
0.45,0.45,0.2287875,0.0850725
0.45,0.45,0.2450025,0.09104
0.45,0.45,0.2503875,0.0863525
0.45,0.45,0.24732,0.09105
0.45,0.45,0.2485375,0.0847125
0.45,0.45,0.259115,0.0937425
0.45,0.45,0.257085,0.0868225
0.45,0.5,0.2419675,0.0842925
0.45,0.5,0.27755,0.0897575
0.45,0.5,0.250175,0.085605
0.45,0.5,0.24708,0.0930675
0.45,0.5,0.2817475,0.09126
0.45,0.5,0.23961,0.08504
0.45,0.5,0.231165,0.0841175
0.45,0.5,0.238565,0.08855
0.45,0.5,0.24791,0.086225
0.45,0.5,0.226,0.084195
0.45,0.55,0.2422175,0.0875725
0.45,0.55,0.24231,0.077605
0.45,0.55,0.234595,0.08686
0.45,0.55,0.24525,0.091435
0.45,0.55,0.2414975,0.08545
0.45,0.55,0.2681825,0.084515
0.45,0.55,0.245825,0.08707
0.45,0.55,0.2158625,0.0812075
0.45,0.55,0.222785,0.08568
0.45,0.55,0.2325375,0.083345
0.45,0.6,0.2357775,0.08251
0.45,0.6,0.2320125,0.0856025
0.45,0.6,0.243805,0.0903875
0.45,0.6,0.2404575,0.08996
0.45,0.6,0.26336,0.093735
0.45,0.6,0.252135,0.0850625
0.45,0.6,0.24078,0.088285
0.45,0.6,0.2350825,0.0904825
0.45,0.6,0.2236575,0.086575
0.45,0.6,0.2801525,0.082595
0.45,0.65,0.247415,0.0865125
0.45,0.65,0.2517575,0.0847325
0.45,0.65,0.2542925,0.094775
0.45,0.65,0.2532725,0.08784
0.45,0.65,0.2229025,0.080445
0.45,0.65,0.2380425,0.0848575
0.45,0.65,0.23767,0.084985
0.45,0.65,0.2546825,0.08866
0.45,0.65,0.2288475,0.083985
0.45,0.65,0.2420725,0.093845
0.45,0.7,0.2390425,0.08638
0.45,0.7,0.2353725,0.0861275
0.45,0.7,0.234455,0.0878275
0.45,0.7,0.219355,0.081505
0.45,0.7,0.24658,0.0823175
0.45,0.7,0.23528,0.08671
0.45,0.7,0.253955,0.0852975
0.45,0.7,0.223425,0.08481
0.45,0.7,0.3006625,0.0892575
0.45,0.7,0.259215,0.0895725
0.45,0.75,0.2728175,0.084905
0.45,0.75,0.2615875,0.08463
0.45,0.75,0.2479175,0.085185
0.45,0.75,0.23798,0.08806
0.45,0.75,0.224115,0.08361
0.45,0.75,0.240815,0.08601
0.45,0.75,0.23742,0.08946
0.45,0.75,0.2942,0.0886525
0.45,0.75,0.23693,0.08593
0.45,0.75,0.2892025,0.0767275
0.45,0.8,0.238545,0.08611
0.45,0.8,0.230585,0.08371
0.45,0.8,0.2477175,0.0916325
0.45,0.8,0.253395,0.0864725
0.45,0.8,0.2475175,0.0903275
0.45,0.8,0.27693,0.0819525
0.45,0.8,0.27057,0.0801275
0.45,0.8,0.2381125,0.0888125
0.45,0.8,0.236295,0.0891625
0.45,0.8,0.2506125,0.092665
0.45,0.85,0.2518,0.0866575
0.45,0.85,0.26785,0.096495
0.45,0.85,0.2604675,0.0910525
0.45,0.85,0.23616,0.09066
0.45,0.85,0.2416725,0.0916175
0.45,0.85,0.2410625,0.0853275
0.45,0.85,0.233025,0.0862925
0.45,0.85,0.23258,0.08688
0.45,0.85,0.236215,0.0840125
0.45,0.85,0.23839,0.0868875
0.45,0.9,0.239015,0.087325
0.45,0.9,0.2246575,0.086765
0.45,0.9,0.226135,0.08148
0.45,0.9,0.2262625,0.0790075
0.45,0.9,0.2525025,0.0871475
0.45,0.9,0.226425,0.08125
0.45,0.9,0.2734675,0.0880975
0.45,0.9,0.2386975,0.08778
0.45,0.9,0.2930925,0.0791775
0.45,0.9,0.220865,0.0809725
0.45,0.95,0.2391925,0.0902175
0.45,0.95,0.247995,0.0871725
0.45,0.95,0.225415,0.087155
0.45,0.95,0.23319,0.08969
0.45,0.95,0.237825,0.085095
0.45,0.95,0.23054,0.0792425
0.45,0.95,0.26306,0.0898675
0.45,0.95,0.2381975,0.0851825
0.45,0.95,0.21976,0.08695
0.45,0.95,0.2184875,0.0839975
0.5,0,0.8271275,0.0232625
0.5,0,0.8167675,0.0235875
0.5,0,0.83502,0.0233675
0.5,0,0.841005,0.023315
0.5,0,0.82186,0.0231775
0.5,0,0.7914725,0.023405
0.5,0,0.82537,0.02324
0.5,0,0.83348,0.0232525
0.5,0,0.8151825,0.0234475
0.5,0,0.839235,0.023215
0.5,0.05,0.584685,0.0397125
0.5,0.05,0.6115325,0.0373025
0.5,0.05,0.6081225,0.0384125
0.5,0.05,0.5798025,0.039825
0.5,0.05,0.642445,0.0359675
0.5,0.05,0.61515,0.03971
0.5,0.05,0.632885,0.036545
0.5,0.05,0.6430775,0.035785
0.5,0.05,0.6259225,0.03972
0.5,0.05,0.60559,0.036615
0.5,0.1,0.48267,0.0552025
0.5,0.1,0.439475,0.0530525
0.5,0.1,0.4571,0.0480975
0.5,0.1,0.4210625,0.059615
0.5,0.1,0.4418275,0.056655
0.5,0.1,0.4282025,0.05498
0.5,0.1,0.4062,0.05244
0.5,0.1,0.4458325,0.0528225
0.5,0.1,0.42649,0.0567675
0.5,0.1,0.431525,0.0531625
0.5,0.15,0.3430425,0.0660925
0.5,0.15,0.3661825,0.0533925
0.5,0.15,0.345055,0.060755
0.5,0.15,0.36713,0.06435
0.5,0.15,0.405085,0.0610325
0.5,0.15,0.3623025,0.0700625
0.5,0.15,0.3548,0.0619375
0.5,0.15,0.3689925,0.0539525
0.5,0.15,0.3378425,0.063175
0.5,0.15,0.387165,0.0690925
0.5,0.2,0.26267,0.0871025
0.5,0.2,0.2698325,0.085995
0.5,0.2,0.30238,0.07729
0.5,0.2,0.25359,0.0851225
0.5,0.2,0.3236,0.0678225
0.5,0.2,0.2401725,0.0893075
0.5,0.2,0.25712,0.088475
0.5,0.2,0.344865,0.0681675
0.5,0.2,0.332995,0.0643375
0.5,0.2,0.2432725,0.079815
0.5,0.25,0.27429,0.0886375
0.5,0.25,0.2516875,0.0821175
0.5,0.25,0.2525075,0.08956
0.5,0.25,0.2523975,0.092805
0.5,0.25,0.253105,0.083295
0.5,0.25,0.25052,0.08809
0.5,0.25,0.245885,0.090985
0.5,0.25,0.272735,0.093075
0.5,0.25,0.2345925,0.0830325
0.5,0.25,0.2869725,0.0805675
0.5,0.3,0.26012,0.0836925
0.5,0.3,0.2578475,0.0881075
0.5,0.3,0.264685,0.0722275
0.5,0.3,0.2286275,0.085805
0.5,0.3,0.26093,0.08836
0.5,0.3,0.2592025,0.0909825
0.5,0.3,0.245035,0.084515
0.5,0.3,0.26054,0.0844375
0.5,0.3,0.229505,0.0858625
0.5,0.3,0.244625,0.08484
0.5,0.35,0.2587625,0.0850375
0.5,0.35,0.23264,0.087535
0.5,0.35,0.23022,0.090825
0.5,0.35,0.2549275,0.089315
0.5,0.35,0.2400575,0.086795
0.5,0.35,0.2493925,0.0831575
0.5,0.35,0.2490975,0.089015
0.5,0.35,0.22746,0.082955
0.5,0.35,0.278465,0.078405
0.5,0.35,0.2630275,0.087295
0.5,0.4,0.2384125,0.08228
0.5,0.4,0.2374625,0.0887425
0.5,0.4,0.2472325,0.0887575
0.5,0.4,0.2298025,0.08135
0.5,0.4,0.2254125,0.0842325
0.5,0.4,0.2483,0.07815
0.5,0.4,0.27193,0.0918825
0.5,0.4,0.23932,0.087675
0.5,0.4,0.265445,0.0894875
0.5,0.4,0.2645675,0.0814825
0.5,0.45,0.23143,0.0831
0.5,0.45,0.2595475,0.08808
0.5,0.45,0.2470375,0.084615
0.5,0.45,0.2376875,0.0855275
0.5,0.45,0.24987,0.0844825
0.5,0.45,0.2449525,0.0891275
0.5,0.45,0.263825,0.09306
0.5,0.45,0.2632625,0.08674
0.5,0.45,0.23563,0.0843875
0.5,0.45,0.2534275,0.0888025
0.5,0.5,0.254625,0.082365
0.5,0.5,0.25923,0.091015
0.5,0.5,0.2299425,0.0816275
0.5,0.5,0.2322675,0.08774
0.5,0.5,0.237275,0.08853
0.5,0.5,0.277425,0.0734025
0.5,0.5,0.25913,0.0882275
0.5,0.5,0.2429175,0.0826
0.5,0.5,0.235125,0.0840375
0.5,0.5,0.256265,0.09322
0.5,0.55,0.23403,0.0869075
0.5,0.55,0.236355,0.08389
0.5,0.55,0.23935,0.091215
0.5,0.55,0.235135,0.0856675
0.5,0.55,0.259985,0.081465
0.5,0.55,0.24471,0.0907325
0.5,0.55,0.2438825,0.0900625
0.5,0.55,0.2376325,0.087115
0.5,0.55,0.243565,0.087155
0.5,0.55,0.2465725,0.0823
0.5,0.6,0.2205025,0.0842275
0.5,0.6,0.280525,0.0891875
0.5,0.6,0.2232775,0.08465
0.5,0.6,0.225225,0.083225
0.5,0.6,0.2541975,0.083245
0.5,0.6,0.2470525,0.0838025
0.5,0.6,0.234275,0.086765
0.5,0.6,0.239555,0.0864825
0.5,0.6,0.2329275,0.0826075
0.5,0.6,0.24909,0.085585
0.5,0.65,0.22975,0.0866
0.5,0.65,0.24466,0.0920275
0.5,0.65,0.2516625,0.0803425
0.5,0.65,0.22418,0.0829725
0.5,0.65,0.2295125,0.0843525
0.5,0.65,0.25237,0.0899275
0.5,0.65,0.227215,0.0858475
0.5,0.65,0.243075,0.0828525
0.5,0.65,0.2702425,0.0866925
0.5,0.65,0.23931,0.0868575
0.5,0.7,0.228085,0.082005
0.5,0.7,0.291465,0.089405
0.5,0.7,0.2403675,0.0827625
0.5,0.7,0.2410875,0.0807875
0.5,0.7,0.24641,0.0921325
0.5,0.7,0.2524275,0.09129
0.5,0.7,0.246395,0.0865
0.5,0.7,0.24237,0.085055
0.5,0.7,0.242035,0.0858325
0.5,0.7,0.2662325,0.090505
0.5,0.75,0.24896,0.08943
0.5,0.75,0.25999,0.0848025
0.5,0.75,0.220755,0.081485
0.5,0.75,0.2328225,0.0814475
0.5,0.75,0.2377825,0.0910625
0.5,0.75,0.2336975,0.08476
0.5,0.75,0.2366425,0.0842775
0.5,0.75,0.2239575,0.081765
0.5,0.75,0.2323725,0.0862825
0.5,0.75,0.2761925,0.0786325
0.5,0.8,0.2315175,0.0861775
0.5,0.8,0.231565,0.08574
0.5,0.8,0.21806,0.08381
0.5,0.8,0.26175,0.089135
0.5,0.8,0.231055,0.0841925
0.5,0.8,0.2396875,0.090075
0.5,0.8,0.25582,0.09011
0.5,0.8,0.244555,0.087665
0.5,0.8,0.26488,0.09209
0.5,0.8,0.2290475,0.0823775
0.5,0.85,0.2318375,0.0916375
0.5,0.85,0.23015,0.0861225
0.5,0.85,0.2323575,0.0877575
0.5,0.85,0.2316275,0.08905
0.5,0.85,0.2334025,0.087265
0.5,0.85,0.25146,0.07592
0.5,0.85,0.25973,0.087815
0.5,0.85,0.240905,0.08625
0.5,0.85,0.2496875,0.089005
0.5,0.85,0.25129,0.090695
0.5,0.9,0.250315,0.089785
0.5,0.9,0.24819,0.0859725
0.5,0.9,0.255635,0.09428
0.5,0.9,0.23642,0.0878125
0.5,0.9,0.2649075,0.083385
0.5,0.9,0.2407675,0.0898725
0.5,0.9,0.249615,0.0828575
0.5,0.9,0.232495,0.0870825
0.5,0.9,0.2085975,0.0799225
0.5,0.9,0.21903,0.0839275
0.5,0.95,0.2440925,0.0896425
0.5,0.95,0.24814,0.091925
0.5,0.95,0.251045,0.08779
0.5,0.95,0.2417575,0.084565
0.5,0.95,0.25586,0.0877475
0.5,0.95,0.2376875,0.0942425
0.5,0.95,0.24074,0.085045
0.5,0.95,0.251535,0.0862375
0.5,0.95,0.2355725,0.0835025
0.5,0.95,0.224335,0.0811875
0.55,0,0.8293525,0.0231025
0.55,0,0.8098325,0.02335
0.55,0,0.8326025,0.023215
0.55,0,0.82624,0.0235075
0.55,0,0.830415,0.02327
0.55,0,0.8190375,0.02323
0.55,0,0.805775,0.0232175
0.55,0,0.8370975,0.02336
0.55,0,0.807135,0.0233075
0.55,0,0.8313175,0.02347
0.55,0.05,0.6596075,0.03632
0.55,0.05,0.568735,0.041375
0.55,0.05,0.6059075,0.0398575
0.55,0.05,0.6290075,0.0353125
0.55,0.05,0.6310525,0.03822
0.55,0.05,0.62499,0.0365225
0.55,0.05,0.6187475,0.0380075
0.55,0.05,0.6224,0.03706
0.55,0.05,0.6367125,0.0362525
0.55,0.05,0.6191325,0.0376775
0.55,0.1,0.39575,0.04887
0.55,0.1,0.4127325,0.04998
0.55,0.1,0.45521,0.0516175
0.55,0.1,0.474095,0.0523975
0.55,0.1,0.431315,0.0502775
0.55,0.1,0.4138375,0.059045
0.55,0.1,0.41445,0.05341
0.55,0.1,0.42243,0.0492675
0.55,0.1,0.4222775,0.0586325
0.55,0.1,0.4459,0.0513375
0.55,0.15,0.3792075,0.05897
0.55,0.15,0.2860775,0.0754025
0.55,0.15,0.371835,0.062065
0.55,0.15,0.3955325,0.0615975
0.55,0.15,0.316335,0.0776275
0.55,0.15,0.362875,0.0631425
0.55,0.15,0.353995,0.0542575
0.55,0.15,0.366645,0.055065
0.55,0.15,0.3190775,0.0633225
0.55,0.15,0.3548075,0.063595
0.55,0.2,0.24323,0.08605
0.55,0.2,0.3305375,0.05564
0.55,0.2,0.284325,0.071145
0.55,0.2,0.2572325,0.0914675
0.55,0.2,0.2542625,0.08569
0.55,0.2,0.24803,0.0865025
0.55,0.2,0.2632125,0.08407
0.55,0.2,0.35584,0.064385
0.55,0.2,0.2645075,0.0854475
0.55,0.2,0.28674,0.08508
0.55,0.25,0.238615,0.0848625
0.55,0.25,0.23907,0.08915
0.55,0.25,0.2488725,0.0882925
0.55,0.25,0.2499325,0.0885875
0.55,0.25,0.263985,0.0898475
0.55,0.25,0.2338,0.0868975
0.55,0.25,0.2422725,0.085865
0.55,0.25,0.264635,0.08825
0.55,0.25,0.2511375,0.07944
0.55,0.25,0.26939,0.084575
0.55,0.3,0.2549625,0.0858
0.55,0.3,0.24975,0.089445
0.55,0.3,0.2362475,0.0879375
0.55,0.3,0.2769025,0.0697375
0.55,0.3,0.2544925,0.090375
0.55,0.3,0.26135,0.088685
0.55,0.3,0.2340275,0.0887875
0.55,0.3,0.2463175,0.088665
0.55,0.3,0.2506225,0.0888275
0.55,0.3,0.27544,0.0859075
0.55,0.35,0.24201,0.0867925
0.55,0.35,0.2621525,0.0885125
0.55,0.35,0.2487125,0.0880825
0.55,0.35,0.2462325,0.09181
0.55,0.35,0.2232275,0.0822125
0.55,0.35,0.2314925,0.08588
0.55,0.35,0.235955,0.08823
0.55,0.35,0.24111,0.08629
0.55,0.35,0.2743275,0.0876175
0.55,0.35,0.239635,0.08377
0.55,0.4,0.24563,0.0907325
0.55,0.4,0.247395,0.08433
0.55,0.4,0.2495175,0.089735
0.55,0.4,0.2471725,0.0894425
0.55,0.4,0.2452625,0.0808625
0.55,0.4,0.25101,0.09352
0.55,0.4,0.2311325,0.0897075
0.55,0.4,0.2266525,0.0843925
0.55,0.4,0.257845,0.091285
0.55,0.4,0.260705,0.08583
0.55,0.45,0.2393875,0.08229
0.55,0.45,0.25431,0.0776
0.55,0.45,0.22567,0.0829275
0.55,0.45,0.220715,0.081075
0.55,0.45,0.2521625,0.08543
0.55,0.45,0.2273575,0.087665
0.55,0.45,0.2406475,0.09118
0.55,0.45,0.259975,0.0885825
0.55,0.45,0.25449,0.0826625
0.55,0.45,0.256045,0.0899425
0.55,0.5,0.2621925,0.090395
0.55,0.5,0.22996,0.0870425
0.55,0.5,0.2380675,0.08107
0.55,0.5,0.2188525,0.0838025
0.55,0.5,0.3265575,0.0742525
0.55,0.5,0.220555,0.0842875
0.55,0.5,0.246695,0.0894975
0.55,0.5,0.2563375,0.08992
0.55,0.5,0.2804875,0.0765425
0.55,0.5,0.2366525,0.08743
